Brand Mention?,userpost,match type,brand
1,"The ice brought my tall tree's branches to a new low today  down to where it can hug the holly and almost touch the hood of my Toyota. Usually  those branches are significantly higher than I am tall  and I'm about 5'6""!",unique,toyota
1,I added a video to a @YouTube playlist https://t.co/76Qgrl0jqE 2 UNIQUE TOYOTA CONCEPT VEHICLES FV2 AND FCV PLUS AT 2017 NAIAS DETROIT,unique,toyota
1,Volkswagen passes Toyota as world's largest automaker despite scandal https://t.co/MeDVfvYvas,unique,toyota
1,RT @Toyota: We'll feed your pit crew this #Daytona500! Tweet #ToyotaNation &amp; __for a chance to have Pizza delivered! No prch nec. While suppƒ,unique,toyota
1,RT @CNN: Has Toyota made the 3-wheeler cool again? https://t.co/nbsviaX5v5 https://t.co/GQv4RCnckJ,unique,toyota
1,@KyleBusch Hey KB  was just in an accident that totaled my car. Any recommendations on a good commuter Toyota?,unique,toyota
1,2004 Toyota Matrix 6 speed manual tranny 69000 miles,unique,toyota
1,Just last year it was reported that the US State Department had been sending in fleets of specifically Toyota-brand trucks into Syria to whom they claimed was the ñFree Syrian Army.î  Although that is true we are still able to trace the true source of these ISIS Toyotas directly to the Toyota factory that made them so lets not let them off the hook quite yet.,unique,toyota
0,Toyota Chronicles (seriously... PLEASE Go Fund Me!)  I'm sitting here at my computer  looking out my window  my... https://t.co/TPR7Fk6wI5,unique,toyota
1,@FalkenTire @Hot_Wheels @Toyota @ToyotaRacing #ToyotaTuesday #giveaway,unique,toyota
1,EOS chapped lips lawsuit.... What sociopath continues to use Chapstick that makes matters worse?,unique,eos
0,I entered @VSPVisionCare EnVision Sweeps for my chance to win a Canon¬ EOS Rebel. https://t.co/7QUV5FZF5Q,unique,eos
0,I entered @VSPVisionCare EnVision Sweeps for my chance to win a Canon EOS Rebel T5 18-55 IS II Lens Kit! https://t.co/hy8PYUC46q,unique,eos
0,Win a Canon EOS Rebel T5 Digital SLR Camera  https://t.co/u8gRZSPerj  #photography #sweepstakes https://t.co/mv82vmoAPM,unique,eos
0,I entered @VSPVisionCare EnVision Sweeps for my chance to win a Canon¬ EOS Rebel. https://t.co/7QUV5FZF5Q,unique,eos
0,I entered @VSPVisionCare EnVision Sweeps for my chance to win a Canon EOS Rebel T5 18-55 IS II Lens Kit! https://t.co/hy8PYUC46q,unique,eos
1,Entered #WinItOnWednesdays - eos Smooth Lip Balm Sphere's https://t.co/eY59eW6sn9,unique,eos
0,I entered @VSPVisionCare EnVision Sweeps for my chance to win a Canon¬ EOS Rebel. https://t.co/6S6q7tLqaD,unique,eos
0,I entered @VSPVisionCare EnVision Sweeps for my chance to win a Canon EOS Rebel T5 18-55 IS II Lens Kit! https://t.co/wdQDe7DBiK,unique,eos
0,I entered @VSPVisionCare EnVision Sweeps for my chance to win a Canon¬ EOS Rebel. https://t.co/ZvZL28Kdyh,unique,eos
1,RT @Hyundai: This year  some of the best seats at #SuperBowl won't be at the stadium. https://t.co/FmGDed8RuG,unique,hyundai
1,RT @Hyundai: That friend you trust to tell you when you're veering off course. Lane Keep Assist in the #HyundaiElantra. https://t.co/rlBer0ƒ,unique,hyundai
1,RT @BraddJaffy: 8 companies have now pulled ads from O'Reilly: Mercedes-Benz  BMW  Hyundai  GSK  Sanofi  Constant Contact  UNTUCKit  Ainswoƒ,unique,hyundai
1,RT @Hyundai: With #HyundaiElantra's Remote Start  the perfect temp is achievable with the tap of a finger. #NotJustNewBetter https://t.co/Yƒ,unique,hyundai
1,#Hyundai What a great marketing for you. Where do you take our best friends to? #StopBokNal2015 #SouthKorea http://t.co/UDWRmJcAs2,unique,hyundai
1,Hyundai and Kia to pay largest fine in Clean Air Act history http://t.co/kVifiSee9m via @examinercom,unique,hyundai
1,Proud owner of a new hyundai elantra ;),unique,hyundai
1,RT @Hyundai: #HyundaiGenesis features an 8-inch touchscreen HD navigation system  standard. Making you feel exceptional. https://t.co/PRyfjƒ,unique,hyundai
1,Build your Zombie Survival Machine with the Hyundai Chop Shop! http://t.co/29tPFHE3lD #crowdtappers #ChopShop,unique,hyundai
1,"RT @Hyundai: An awesome design that will have you saying ""aw yeah."" #HyundaiElantra  https://t.co/0DSZJ3MIm9",unique,hyundai
0,Si Se Pudo!!!!! Mexico Mexico Mexico,unique,mexico
1,Make your holiday fresh and festive with deviled eggs from Avocados From Mexico #SeasonsEatingsSweepstakes -ƒ https://t.co/mBJWCHX5mi,unique,mexico
1,Enjoy this holiday appetizer with deviled eggs made with Avocados From Mexico #SeasonsEatingsSweepstakes -ƒ https://t.co/5DsLRq40YW,unique,mexico
0,Thank you Lena Sanchez for coming out to help! I hope you have a safe trip back to New Mexico.,unique,mexico
0,Win a trip to Mexico! Visit #AvosInSpace to put yourself on TV &amp; RT @avosfrommexico #ad  - https://t.co/vk0Ixe5NbQ https://t.co/Eb0mbawHDS,unique,mexico
1,Become an Ambassador for Avocados from Mexico. Click here to sign up https://t.co/dRXO2dQhoo,unique,mexico
0,"Check out Beatriz Ball Aluminum Mini Bowl Tullpanese Made in Mexico 5-3/8"" Diameter  https://t.co/k9UcLJPFAY via @eBay",unique,mexico
1,Become an Ambassador for Avocados from Mexico. Click here to sign up https://t.co/QkS91RGi3h,unique,mexico
0,The view from up here is actually kinda nice. Seeing our old Mexico chums  Lake Street Dive.,unique,mexico
1,Become an Ambassador for Avocados from Mexico. Click here to sign up https://t.co/seGHx30KMZ,unique,mexico
1,IÍm done with JUST brushing  because I want my mouth to be healthy and breath fresh https://t.co/REeBfa4YJK #LISTERINE #sponsored,unique,listerine
1,Check out which celebrity has submitted her #SwishSelfie! http://t.co/O9vxUiWkjb #SwishSelfie #21DayChallenge #listerine #21DayChallengers,unique,listerine
1,IÍm bringing out the Bold with @LISTERINE by swishing. Every day. #BringOutTheBold #LISTERINE #sponsored https://t.co/MON5UhHX77,unique,listerine
1,Need listerine to get the blood out of my teeth! #sponsored #LISTERINE https://t.co/UZmyGUOcfB,unique,listerine
1,IÍm rinsing twice a day because i like to have healthy teeth https://t.co/5nlgvvBeqZ #LISTERINE #sponsored,unique,listerine
1,I just shared my thoughts and opinions with LISTERINE 21 Day Challengers. http://t.co/NXIjuS7UvV #SwishSelfie #Listerine #21DayChallenge,unique,listerine
1,Tell us how youÍll be bold in the final month of 2016. #sponsored #LISTERINE https://t.co/jfBteZKrre,unique,listerine
1,I stay healthy by eating right  drinking water  and have good oral hygene with Listerine http://t.co/26CYzuKkwM #ListerineTeam #HeroicHabits,unique,listerine
1,Tell us what or who is as reliable as the protection of Listerine¬ UltraClean¬ Cool Mint Mo... #sponsored #LISTERINE https://t.co/ifMzLUhIdl,unique,listerine
1,To me  Boldness means brave #sponsored #LISTERINE https://t.co/Kfa6758iPS,unique,listerine
1,Johnsonville + pasta = deliciousness! #SausageFamily #Sponsored https://t.co/tew23Z7vli,unique,johnsonville
1,Why would you make a good Johnsonville Sausage Enthusiast of the Month? #SausageFamily #Sponsored https://t.co/PUCyAnKE3t,unique,johnsonville
1,As a Grillmaster  I would grill up Johnsonville sausage! #SausageSunday #Sponsored https://t.co/qHznQtiMAO,unique,johnsonville
1,My favorite Johnsonville Brat flavor is beer with brat #SausageFamily #Sponsored https://t.co/ppXRcNOuY8,unique,johnsonville
1,Johnsonville Naturals are AMAZING! They have amazing flavor #SausageFamily #Sponsored https://t.co/iPH1uF3XXW,unique,johnsonville
1,My favorite Johnsonville Brat flavor is all of them #SausageFamily #Sponsored,unique,johnsonville
1,In my Chiliville Chili  IÍll use johnsonville on it for sure #SausageFamily #Sponsored https://t.co/z3nDBWhFiF,unique,johnsonville
1,Zatarain's¬ + Johnsonville Sausage = one of the best meals I can make in my family's eyes! #SausageFamily #Sponsored https://t.co/sdNd4l25et,unique,johnsonville
1,I've got the inside scoop on Johnsonville   very easy to set up #SausageSunday #Sponsored https://t.co/SN3z7wAL7n,unique,johnsonville
1,Johnsonville Sausage Brats are delicious and a childhood favorite #SausageFamily #Sponsored https://t.co/QNp6P9a43q,unique,johnsonville
1,Time to use this @splenda healthy lifestyle tip: quality sleep  http://t.co/TxrUcVEhnK #splendasavvies #sponsored,unique,splenda
1,School is better with a great lunch. Check out this sweet &amp; spicy recipe from the SPLENDA Brand #SweetandSpicyBLT https://t.co/GHh5zlVVny,unique,splenda
1,RT @crowdtappers: DonÍt forget to join the @SPLENDA crowd when the party is over! https://t.co/2hd78oSuf6 #GoodbyeSugar30,unique,splenda
1,What a great use of Splenda! #splendasavvies #sponsored https://t.co/spvLcQoJJd,unique,splenda
1,@crowdtappers @Splenda #SPLENDAsavvies been to the site and love a lot of the recipes,unique,splenda
1,@crowdtappers @Splenda @American_Heart Reese's pb cup blizzard pie #SPLENDASavvies,unique,splenda
1,Best part about @Splenda on Pinterest is the pictures of delicious sweet and savory foods! http://t.co/cR0UJ1pqVi #splendasavvies #sponsored,unique,splenda
1,@crowdtappers @Splenda Q5: Absolu-tively &amp; posi-lutely &amp; believe I have big time...the more the merrier right? #GoodbyeSugar30,unique,splenda
1,I avoid added sugar by avoid sugar and subbing in SPLENDA!  https://t.co/EY9zc3l7zu #splendasavvies #sponsored,unique,splenda
1,Infusing water with @Splenda + my favorite berry: blueberry,unique,splenda
1,Free: Duracell AA & AAA battery charger w/ cover http://listia.com/12US3,unique,duracell
1,#WIN a $100 #ToysRUs Gift Card &amp; Duracell batteries to help w/ your Holiday shopping! #Giveaway via @HwifeOnAMission http://t.co/ulGqiZdH9p,unique,duracell
1,I was just picked to sample and review free products in the Duracell Tryology Program!,unique,duracell
1,__  I entered to win a __ $100 Gift Card from @ToysRUs and @Duracell batteries. #giveaway here @ChaChingQueen __ https://t.co/GyLGB6KnH2,unique,duracell
1,#TRUPowerUpFunæ@Duracell  @HasbroNews  @ToysRUs  Less than an hour - ready for another one @MomCentral !!,unique,duracell
1,@Duracell http://t.co/Kd3GwO6S,unique,duracell
1,Enter to Win a 48-pack of Duracell Batteries #giveaway @Flash_Giveaways https://t.co/9HDJ27qH1A,unique,duracell
1,@momcentral @toysrus @Duracell a5 battery powered toys allow them to immerse in their own mind  w/out outside input #trupowerupfun,unique,duracell
1,RT @Duracell: New Orleans East: Our Duracell #PowerForward team is here with free batteries to help those impacted by #tornadoes. https://tƒ,unique,duracell
1,Read about 2 great toys that @toysrus  @hasbro &amp; @duracell can help you with this season + GIVEAWAY! https://t.co/HXrgEqN2M1,unique,duracell
1,I think IÍll love the folgers coffeehouse blend. #FolgersFans #sponsored https://t.co/yAR6k36Bem,unique,folgers
1,Want a chance to win $1K  #coffee  &amp; more? Enter the @Folgers giveaway: https://t.co/L9yEAJaTfo Official Rules: https://t.co/t9gGi22qe0,unique,folgers
1,RT @lidjen: Loving my Folgers Flavors #FolgersFans #sponsored @Crowdtap http://t.co/uUbP1cucVn,unique,folgers
1,Pick-me-up: Folgers Flavors» coffee enhancers and a sweet treat http://t.co/F9roRFBGEG #FolgersFans #sponsored,unique,folgers
1,Join me at the @Folgers #FolgersGourmetHoliday Twitter Party w/ @SheSpeaksUp 12/10 at 2pm. RSVP: https://t.co/kuwLCMrtX5,unique,folgers
1,A simple pumpkin pie spice latte made with Folgers coffee  sugar  whipped cream  and spices! #FolgersFans #sponsored https://t.co/VPHfPo2cqi,unique,folgers
1,@amandamakes8 @shespeaksup @Folgers We always have a pot ready for after our meal! #FolgersGourmetHoliday,unique,folgers
1,"""@crowdtappers: We could take on anything with a cup of @Folgers #SimplySmooth!"" Definitely!",unique,folgers
1,Coffee in autumn with Folgers Flavors»  coffee enhancers http://t.co/JtVq0WRzEP #FolgersFans #sponsored,unique,folgers
1,I just answered the question below with the following response: 'My first experience with Folgers Flavors was through the Crowdtap sample share. It is awesome to try every flavor!  My first taste was with the hazelnut  because that is my favorite. The second I decided to make a moca - carmel concoction and it was very tasty. I wonder if these flavor enhancers would be a good addition to a chai tea (like a vanilla chai tea) or carmel with hot cider. I am going to give it a try  I love to experiment with flavor!',unique,folgers
1,I just checked in at Applebees Neighborhood Grill &amp; Bar with #mPLUSPlaces Download today!  https://t.co/FwTzgfj0ac,unique,applebees
1,@Applebees   ended up leaving without eating. Food wasn't warm or cooked thoroughly. Will try different location next time I guess.,unique,applebees
1,@Applebees A7: Can be blueberries  strawberries...raspberries... it is all good. #LiveLunch,unique,applebees
1,@Applebees @sthurberyoung is on from sunny  cold and yet snowy Sioux Falls  SD! Late but here ...wow! #LiveLunch,unique,applebees
1,@peazyt @Applebees @billyjoel We've seen him in Milwaukee (multiple times)  Syracuse  NY  Omaha  NE and I am sure others too. #LiveLunch,unique,applebees
1,I'm at @Applebees in Medford  OR http://t.co/Lt3kyBUnTj,unique,applebees
1,@Applebees They do...always...oh mY! Love it tho too! #LiveLunch,unique,applebees
1,That was easy - just ordered my favorites from Applebee's online! #CarsideToGo #Applebees https://t.co/hhXqFY1enD,unique,applebees
1,@Applebees @sthurberyoung is in from the usual...the Great Places . great Faces state of South Dakota...Sioux Falls in fact. #LiveLunch,unique,applebees
1,RT @Applebees: Q7: How will you celebrate #ChocolateCakeDay? #LiveLunch,unique,applebees
1,This location is very disorganized. They need orange cones. (@ Chick-fil-A 1960 / I-45 in Houston  TX) https://t.co/C9ikcDcx4u,unique,chick-fil-a
1,I just used Punchcard at Chick-fil-A  and won 5 Points! WOO HOO!!,unique,chick-fil-a
1,I'm giving away: FREE SMALL CAFE BLENDS COFFEE AT CHICK-FIL-A!!!:). Check it out - http://t.co/AJhYBlrmTW #listia,unique,chick-fil-a
1,I just used Punchcard at Chick-fil-A  and won 10 Points! WOO HOO!!,unique,chick-fil-a
1,Or was this a Chick-fil-A sponsored cow protest in response to the fast food worker protest in Minneapolis yesterday? Hmmmmm?,unique,chick-fil-a
1,Martin has been in fire.  First free Chick-fil-A and now a grand slam,unique,chick-fil-a
1,RT @StripperPoIe: If you wanna impress me  bring me Chick-Fil-A on a Sunday,unique,chick-fil-a
1,RT @justfreestuff: Free Chick-Fil-A Chicken Sandwich https://t.co/FwCMR5wwAJ,unique,chick-fil-a
1,And that is Michigans biggest problem RT @abbynormal239 There's 1 Chick-fil-a n all of Michigan. 3 Whole Foods. 1 Ikea. 27 427 White Castles,unique,chick-fil-a
1,Chick-Fil-A  and why I will never eat or frequent their franchises again - http://www.change.org/petitions/support-the-students-stand-up-against-chick-fil-as-anti-gay-agenda  As it turns out  Chick Fil A has donated over a million $'s to hate campaigns.   I hope they go bankrupt. They deserve it.,unique,chick-fil-a
1,http://t.co/WVMCKH5e12  no bleach  no bleach smell  100% clean! Lysol Power and Free!#GotItFree,unique,lysol
1,http://t.co/Fbh6l4CeUK  Lysol Power &amp; Free is awesome! Everyone should try it out. Thanks BzzAgent #GotItFree,unique,lysol
1,I snapped a photo of Lysol(R) Power &amp; Free(TM). Take a peek: http://t.co/XsdnNwvgaq #GotItFree,unique,lysol
1,Play the Lysol Power &amp; Free game for a chance to win a $1 000 Dollar General Gift Card. See rules. http://t.co/OwRwDNox0f,unique,lysol
1,I REALLY hope I get picked to get the free products in the Lysol Tap Top Screener. Wish me luck! http://t.co/jpPw1WU2yg via @expotv,unique,lysol
1,Play the Lysol Power &amp; Free game for a chance to win a $1 000 Dollar General Gift Card. See rules. http://t.co/5zinTTCZzV,unique,lysol
1,@Smiley360  hand washing  if they cough or sneeze to do so in elbow  to wear a mask when sick near siblings  Lysol,unique,lysol
1,I reviewed Lysol(R) Power &amp; Free(TM). What do I think? Get the scoop: http://t.co/7QzUFnRlyj #GotItFree,unique,lysol
1,I reviewed Lysol(R) Power &amp; Free(TM). What do I think? Get the scoop: http://t.co/hH8VF2m0EW #GotItFree,unique,lysol
1,Literally everywhere I go people are sick so when I come home everyday I spray Lysol all over myself.,unique,lysol
1,RT @mashable: Vizio challenges Sonos with Google Cast-ready speakers https://t.co/bYsaMqjbCm,unique,sonos
1,.@GA is giving away an Oculus Rift  Apple Watch  Sonos speakers  and more! Enter: https://t.co/LarCSXrhxp,unique,sonos
1,SONOS PLAY:1 Compact Wireless Speaker fo... Reply w/ #AmazonWishList to add this http://t.co/Ctg5fDXpjV via @amazon,unique,sonos
1,Well mad respect to whoever put @diplo on our sonos #vibin,unique,sonos
1,RT @engadget: Vizio's Cast-powered speakers offer an alternative to Sonos https://t.co/j9TbKzxeJS https://t.co/QZxrSNnOMj,unique,sonos
1,.@GA is giving away an Oculus Rift  Apple Watch  Sonos speakers  and more! Enter: https://t.co/Qj7iFX8cK9,unique,sonos
1,Want to win a dream system from @Sonos? Enter and we can both win. #winSonos http://t.co/kVWe3nlc,unique,sonos
1,Win a $5K Dream Home Package! https://t.co/63u913EDQO w/ @DWR_Tweets @AptTherapy @WineAwesomeness @Sonos @Decorilla,unique,sonos
1,SONOS PLAY:1 Compact Wireless Speaker fo... Reply w/ #AmazonWishList to add this http://t.co/J5pt3DXmRT via @amazon,unique,sonos
1,Win a $5K Dream Home Package! https://t.co/63u913EDQO w/ @DWR_Tweets @AptTherapy @WineAwesomeness @Sonos @Decorilla,unique,sonos
1,RT @AtomicAnalyst: 1. NBC obtained the unclassified version only. 2. You're not POTUS yet. 3. This is why skipping your daily intelligenceƒ,unique,nbc
1,Dear @ABC @NBC @CBS @MSNBC @CNN if you could stop pretending that what they are doing is normal  that would be greaƒ https://t.co/6EQztEUy0w,unique,nbc
1,VIDEO; Hillary Clinton GLBT Rights Record: NBC Nightly News report on Hillary ClintonÍs newly stated support for marriage equality  tracing her evolution on the issue over the years up to her announcement Monday.,unique,nbc
1,Retweeted NBC News (@NBCNews):  JUST IN: Four U.S. citizens killed in deadly Melbourne plane crash  State Department confirms https://t.co/IKq6pkfNRI,unique,nbc
1,RT @BraddJaffy: America first? NBC News tracks 56 shipments of Ivanka Trump products made in China and Singapore since Election Day. https:ƒ,unique,nbc
1,RT @realDonaldTrump: Well  now they're saying that I not only won the NBC Presidential Forum  but last night the big debate. Nice!,unique,nbc
1,RT @TVLine: #EmeraldCity Review: NBC's #WizardOfOz Reboot Has Courage  But Is Short on Heart andæBrains https://t.co/jbcnVM91VC,unique,nbc
1,RT @DearAuntCrabby: Media Pledge! Will you accept this @ABC @CBS @NBC @PBS @CNN @MSNBC @smerconish @BrianStelter @LesterHoltNBC @wolfblitzeƒ,unique,nbc
1,Enter to Win a $500 @Macys Gift Card from @dominosugar https://t.co/hZHSrak7o3. Watch the #MacysParade on @nbc to see the #DominoSugarFloat.,unique,nbc
1,NBC Vatican analyst George Weigel said the popeÍs message was that ñone should never confuse simplicity and humility with weakness.î,unique,nbc
0,Win a $25 Amazon Gift Card &amp; Signed Copies from Author Jenni Moen https://t.co/8edRrmdjz8 via @LVVampireNovels,unique,moen
0,Also cool with never even dreaming of scratching Janmark for Moen again,unique,moen
0,Win a $25 Amazon Gift Card &amp; Signed Copies from Author Jenni Moen https://t.co/8edRrmdjz8 via @LVVampireNovels,unique,moen
0,Win a $25 Amazon Gift Card &amp; Signed Copies from Author Jenni Moen https://t.co/8edRrmdjz8 via @LVVampireNovels,unique,moen
0,Win a $25 Amazon Gift Card &amp; Signed Copies from Author Jenni Moen https://t.co/8edRrmdjz8 via @LVVampireNovels,unique,moen
0,Win a $25 Amazon Gift Card &amp; Signed Copies from Author Jenni Moen https://t.co/8edRrmdjz8 via @LVVampireNovels,unique,moen
0,For all the beautiful ladies who have morons complaining about their posts. Here are some Jessica Metzger  Carrie Rapp  Carissa Means   Melissa Moen  Tammi Bradford  Megan Ilene Ward  Abs Thompson  Kim Haynes  and many others. If I missed someone  please share this.,unique,moen
0,moen for RNH. huge sandpaper upgrade for the oil. letÍs do this. IÍll even throw in oleksiak,unique,moen
1,Win a Magnetix Handshower from Moen https://t.co/WysWQNXCb3,unique,moen
0,Win a $25 Amazon Gift Card &amp; Signed Copies from Author Jenni Moen https://t.co/8edRrmdjz8 via @LVVampireNovels,unique,moen
1,I want my bed  Netflix  and Food  #ISoundLikeAWoman ____,unique,netflix
1,@renewtwisted I just started watching the show on Netflix and OMG I need it! So glad you started this page!,unique,netflix
1,I liked a @YouTube video https://t.co/jYj8jXaRZH MarvelÍs The Defenders | Official Trailer [HD] | Netflix,unique,netflix
1,"Check out ""Explorers"" on Netflix https://t.co/wtYh8lz7Jk",unique,netflix
1,RT @GoTurbo: The team fears Skid Mark has been taken by the legendary ñClamsquatch.î Watch #TurboFAST on @Netflix! http://t.co/yUWQXoSV5w,unique,netflix
1,http://t.co/U55s2H9ItI This artist is SO amazing I had to share their art of Daredevil (Netflix),unique,netflix
1,I want this on Netflix!,unique,netflix
1,@mafricaaa but there's so much Netflix to watch.,unique,netflix
1,Retweeted Netflix US (@netflix):  #OITNB's Feisty Chicken - created explicitly to help you pass the time until midnight PT: http://t.co/TiHDCoxBDa,unique,netflix
1,In honor of #BatesMotel Season 1 streaming on @Netflix we're doing a #sweeps! RT and you could win great prizes! http://t.co/jrnzJjLa1V,unique,netflix
0,@SennettReport i'm wondering if it's spam designed to hack facebook.,unique,spam
0,"There's No Evidence That Hillary Clinton Was ""Targeted"" by Russian Hackers  She Just Got Spam https://t.co/S74wuRzkEj",unique,spam
0,Why is 90% of my spam email all in French now?,unique,spam
0,I need free money peoples! Download the Mercari app  use my invite code when signing up  and I get free money to spend and so do you. Unless of course you just wanna delete the app afterwards which is okay too but you can spam out your code to get free money too if ya wanna. Please do this for me. I'm bored lol,unique,spam
0,@teefury Finally went 2 da mailbox (about a week)  n look what I found amongst bills n spam. YAY! http://t.co/XK40K66 Number 5 is alive!!,unique,spam
1,I don't think I've ever had this much fun with spam.,unique,spam
0,I don't really like to do these because I know they kinda spam people and they're like a weird friendly pyramid scheme  but I'll do it for Jenny Marie Mancino... also I'd prefer to tag like.. 40... but such is life. These are the persons I thought of first.  On a side note  is there one to tag your 15 favorite penises? Er... guys?  Amy L Kellerman  Toni Myler Hoffman  Chelsea Pinci  Ardat Yakshi  Sarah Lindeman  Trisha Martinez  Sere Mackenzie Castanea  Crystal Goodwin  Asher Titi Lucas  Kelly Kennedy  Michelle Gates Moe  Lee Anne Wikert  Michelle Myler  Karen Anne Ware-Rudnik  Alisha Estle  Pst  Michelle-cousin  tell your sister she was supposed to be on here but it won't let me tag the inactive account. *sad*,unique,spam
0,Keep your account safe: Never paste suspicious-looking links or text into your internet address bar. They could be spam!,unique,spam
0,RT @Yolpalope: @Yolpalope Some moron added me then linked me his channel asking for a sub  thats spam my dudes,unique,spam
0,So many varieties of Spam...,unique,spam
1,Freaking #Porzingis out tonight???? #DraftKings,unique,draftkings
1,RT @DraftKings: GIVEAWAY TIME! $10 DK Dollars up for grabs! 1. Follow 2. RT 10 winners! Ends 4pm EST:  https://t.co/rrCmOB6EX1 https://t.coƒ,unique,draftkings
1,RT @2DFSGODS: There we go ______ we've got enough RTs for one #free #draftkings #UCL #lineup  60 more RT by 2pm and we will floss TWO #free #Uƒ,unique,draftkings
1,RT @MichaelRapaport: Mannequin Challenges with @DraftKings &amp; Weezy https://t.co/yxB8cICe8H,unique,draftkings
1,@MichaelRapaport @iamrapaport @DraftKings challenge sent  and by the way the dancing emoji looks just like you bro,unique,draftkings
1,RT @DraftKings: It's ThanksGIVEAWAY time! 1. Be following @DraftKings  2. Retweet 15 winners! Ends 4pm EST:  https://t.co/34jS5ZIL6K https:ƒ,unique,draftkings
1,@Bankster17 Have you been able to get your money out of draftkings? They're telling me I'm restricted and won't let me withdraw,unique,draftkings
1,RT @DraftKings: RT to unlock FREE entry to a $100 000 #FantasyFootball Contest! Only @DraftKings. 1st wins $10K! #DraftKingsFree100K http:/ƒ,unique,draftkings
1,RT @DraftKings: GIVEAWAY TIME! $10 DK Dollars up for grabs! 1. Follow 2. RT 10 winners! Ends 4pm EST:  https://t.co/vzLAmaLips https://t.coƒ,unique,draftkings
1,@FanDuel Did your #Sportsrich life include switching players that haven't played #lastminutescratches ala your competition #DraftKings ?,unique,draftkings
0,I just registered for 2016 Baylor Scott & White BCS Marathon + Half Marathon using Race Roster. The price increases tonight at midnight! Join me in this event by registering here -,unique,scott
0,Scott Olsen is getting much better.  Good news.,unique,scott
0,I'm #reading The Necromancer by Michael Scott http://t.co/4iVHMzl12f,unique,scott
0,Check it out Scott 'Scooby' DaRos Kimberly Beyor,unique,scott
0,RT @ditzkoff: Ignore these pointless celebrity antics. Focus on politics where the RNC will open with Scott Baio  Duck Dynasty dude and Antƒ,unique,scott
0,How can you not listen to this song by Scott Evan Davis on Mother's Day?  Grab those tissues first.,unique,scott
0,Nicole Scott did you get this one yet?,unique,scott
0,RT @MissZoeLuna: @mikefarb1 Scott Walker's new voter ID laws  and the hoops he made people jump through to even GET an ID  made things muchƒ,unique,scott
0,3/5 : Scott Dimeler's match high 665 series and Glen Heinbaugh's season high 242 (2nd game) pace Middletown Men to a sweep of Holy Saviour. https://t.co/7u12Pws9Ro,unique,scott
1,Do you ïlikeÍ Scott Products on Facebook? I just started following them  you should too! http://t.co/PORbTNI8TZ #SimplyScottSquad,unique,scott
1,I just checked in @Nike with #mPLUSPlaces Download today!  https://t.co/EqsBOYg2fV,unique,nike
1,@theejackieg still adidas vs. nike,unique,nike
1,Nike SB Dunk High _ ñYeezyî - http://t.co/azhDkD7sPR,unique,nike
1,#hoodphrases - Drop them Nike's off yo ass before I blast you mutha fucka!,unique,nike
1,Noahcoin - Like nike said  just do it!,unique,nike
1,You can snag the $50 Nike e-Gift Card for only 4850 until Monday morning!! http://t.co/ZXzC7W2Y #BraggableBargain (TXyouwho),unique,nike
1,Nike Super Bowl 50 LIMITED EDITION  https://t.co/aQffGPwPyY- #football #SuperBowl #fishing #Mensfashion #menswear #BloggersBlast https://t.co/k6xiP1K9yw,unique,nike
1,#nike #grass #fourleafclovers #summer #love http://t.co/I8v9xHrY,unique,nike
1,RT @marieartcollec1: #Silhouette  Nike  victory statue by MarieArtCollection https://t.co/DMq7AGcA4P via @Etsy  #over40 #womenentrepreneursƒ,unique,nike
1,I received $50 Nike Gift Card. #instagc #free #giftcard https://t.co/Kx59qvxUWO,unique,nike
0,Romaine Patterson Has Arrived In Tampa  She's The  Keynote Speaker At Stand Up Florida's Harvey Milk Day of Remembrance & Tribute. Standing Next To Her  One Of Her Biggests Fans. That Be Me  With I Love Roamine DnR OutQ Sign. Hope To Ya'll Tonight at Meet & Greet  Dinner and Candlelight Vigil,unique,florida
0,RT @SEConCBS: IT'S OVER!   @Vol_Football ends the streak against Florida in dramatic fashion. https://t.co/sUX1QoqjuE,unique,florida
0,the best part about the Thiel bullshit is that heÍs going to lose on appeal when they get in front of a judge that isnÍt a Florida dipshit,unique,florida
0,Lake Worth City Commission Opposes Gay Adoption Ban: http://bit.ly/cVuciR. On the opening day of the Florida Legislative Session  Lake Worth City Commissioners unanimously voted to direct legislators to repeal a Florida law that has banned adoptions by gay men and lesbians since 1977.,unique,florida
0,RT @AP_Oddities: Florida Librarians create a fake patron to keep infrequently used library books on the shelves https://t.co/9vlIuLjyeq #odd,unique,florida
0,These boys need their mommy. CPS is trying to take my grand daughter. They are corrupt down here in Florida too.,unique,florida
